ID,texte,titre,categorie,urgence,temps_resolution,type_ticket,nb_mots,text_full
7 469,demande de correction nom prénom dans l'ad,demande de correction nom prénom dans l'ad,Autre,Basse,5.87,Demande,7,demande de correction nom prénom dans l'ad demande de correction nom prénom dans l'ad
7 648,demande accès partage stagiaire aqs imane bouhmadi,demande accès partage stagiaire aqs imane bouhmadi,Accès au partage,Basse,0.33,Demande,7,demande accès partage stagiaire aqs imane bouhmadi demande accès partage stagiaire aqs imane bouhmadi
7 023,arrêt des imprimantes zebra pour zouhair samih,arrêt des imprimantes zebra pour zouhair samih,Impressions & Scanner/Incident,Basse,2.37,Incident,7,arrêt des imprimantes zebra pour zouhair samih arrêt des imprimantes zebra pour zouhair samih
7 392_dup_10,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 473_dup_5,demande accès réseau de partage pv sara tebaa,demande accès réseau de partage pv sara tebaa,Autre,Moyenne,9.2,Demande,8,demande accès réseau de partage pv sara tebaa demande accès réseau de partage pv sara tebaa
7 608,problème réseau sujet urgent,problème réseau sujet urgent,Connexion internet,Basse,5.825,Incident,4,problème réseau sujet urgent problème réseau sujet urgent
7 179,demande d'accès fichier de partage ao,demande d'accès fichier de partage ao,Accès au partage,Basse,6.98,Demande,6,demande d'accès fichier de partage ao demande d'accès fichier de partage ao
7 658_dup_11,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim,installation windows 11 installation office 365 pour omaima najim,MAJ system,Moyenne,9.83,Demande,18,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim
7 529,demande de création d'un compte active directory pour guentour ikram,demande de création d'un compte active directory pour guentour ikram,Création compte AD,Basse,0.6,Demande,10,demande de création d'un compte active directory pour guentour ikram demande de création d'un compte active directory pour guentour ikram
6 973_dup_41,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 121,demande de création d'un compte active directory pour hdi fatim zahra,demande de création d'un compte active directory pour hdi fatim zahra,Création compte AD,Basse,11.1,Demande,11,demande de création d'un compte active directory pour hdi fatim zahra demande de création d'un compte active directory pour hdi fatim zahra
7 027,demande de créer le projet temesta 2025 sur citrix,demande de créer le projet temesta 2025 sur citrix,Création de projet,Basse,5.825,Demande,9,demande de créer le projet temesta 2025 sur citrix demande de créer le projet temesta 2025 sur citrix
7 523,acces bloque partage aqp maphar,acces bloque partage aqp maphar,Accès au partage,Basse,3.9,Incident,5,acces bloque partage aqp maphar acces bloque partage aqp maphar
7 647_dup_1,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,Autre,Moyenne,0.58,Incident,12,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad
7 362,régularisation demande de crée vermox_cp_2025,régularisation demande de crée vermox_cp_2025,Création de projet,Basse,5.825,Demande,5,régularisation demande de crée vermox_cp_2025 régularisation demande de crée vermox_cp_2025
7 480_dup_44,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 420,demande de donner ã mohammed ismaili l'accès pour visualisation au fp,demande de donner ã mohammed ismaili l'accès pour visualisation au fp,Accès au partage,Basse,2.88,Demande,11,demande de donner ã mohammed ismaili l'accès pour visualisation au fp demande de donner ã mohammed ismaili l'accès pour visualisation au fp
7 180,demande d'accès au partage ci-dessous en modification cazsfsp02 stage pfe hse,demande d'accès au partage ci-dessous en modification cazsfsp02 stage pfe hse,Accès au partage,Basse,6.92,Demande,11,demande d'accès au partage ci-dessous en modification cazsfsp02 stage pfe hse demande d'accès au partage ci-dessous en modification cazsfsp02 stage pfe hse
7 202,régularisation demande de créer le projet furosemide sur citrix 2025 pour mp,régularisation demande de créer le projet furosemide sur citrix 2025 pour mp,Création de projet,Basse,5.825,Demande,12,régularisation demande de créer le projet furosemide sur citrix 2025 pour mp régularisation demande de créer le projet furosemide sur citrix 2025 pour mp
7 205,demande de créer le projet pinaverium bromure' sur citrix 2025 mp,demande de créer le projet pinaverium bromure' sur citrix 2025 mp,Création de projet,Basse,0.67,Demande,11,demande de créer le projet pinaverium bromure' sur citrix 2025 mp demande de créer le projet pinaverium bromure' sur citrix 2025 mp
7 256_dup_38,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 657_dup_13,installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop,installation souris sans fil ã sanaa bakkaddour,Accessoires/Request,Moyenne,5.825,Demande,16,installation souris sans fil ã sanaa bakkaddour installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop
7 401,affectation modification d'une ligne téléphonique pour dhissi aya,affectation modification d'une ligne téléphonique pour dhissi aya,Utilitaires/Request,Basse,37.23,Demande,8,affectation modification d'une ligne téléphonique pour dhissi aya affectation modification d'une ligne téléphonique pour dhissi aya
7 159_dup_16,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 596_dup_5,problème suite office excel ali chadli,problème suite office excel ali chadli,Bureautique/Incident,Moyenne,1.18,Incident,6,problème suite office excel ali chadli problème suite office excel ali chadli
7 337,pb compatibilité fichier excel,pb compatibilité fichier excel,Bureautique/Incident,Basse,57.72,Incident,4,pb compatibilité fichier excel pb compatibilité fichier excel
7 333_dup_7,problème de téléphonie-coupures réseau,problème de téléphonie-coupures réseau,Applications,Moyenne,23.35,Incident,4,problème de téléphonie-coupures réseau problème de téléphonie-coupures réseau
7 004,demande de création d'un compte active directory pour mlle baid salma,demande de création d'un compte active directory pour mlle baid salma,Création compte AD,Basse,0.5,Demande,11,demande de création d'un compte active directory pour mlle baid salma demande de création d'un compte active directory pour mlle baid salma
7 623,régularisation créer le projet profenid 2 5 gel pf pour 2025,régularisation créer le projet profenid 2 5 gel pf pour 2025,Accès au projet,Basse,30.32,Demande,11,régularisation créer le projet profenid 2 5 gel pf pour 2025 régularisation créer le projet profenid 2 5 gel pf pour 2025
7 480_dup_32,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 674_dup_1,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive,aicha ikhrichi peut pas accéder ã onedrive,Autre,Moyenne,5.825,Incident,14,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive
7 159_dup_33,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 118,demande de partage coa mp,demande de partage coa mp,Accès au partage,Basse,0.03,Demande,5,demande de partage coa mp demande de partage coa mp
7 256_dup_50,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 662,installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim,installation des imprimantes de tous les étages pour omaima najim,Impressions & Scanner,Moyenne,5.825,Demande,20,installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim
7 256_dup_31,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 480_dup_1,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 279,formulaire gestion_utilisateur_si,formulaire gestion_utilisateur_si,Création compte AD,Basse,3.17,Demande,2,formulaire gestion_utilisateur_si formulaire gestion_utilisateur_si
7 495_dup_10,probleme d'excel abderrahim meziouri,probleme d'excel abderrahim meziouri,Autre,Moyenne,3.43,Incident,4,probleme d'excel abderrahim meziouri probleme d'excel abderrahim meziouri
7 222,régularisation créer le projet simvastatine_maphar_2025 sur citrix dans le répertoire dev_2025 régularisation créer le projet simvastatine_maphar_2025 sur citrix dans le répertoire dev_2025 diagnostic nom de l'application matériels téléphone site mail,régularisation créer le projet simvastatine_maphar_2025 sur citrix dans le répertoire dev_2025,Augmentation de taille,Basse,0.28,Demande,30,régularisation créer le projet simvastatine_maphar_2025 sur citrix dans le répertoire dev_2025 régularisation créer le projet simvastatine_maphar_2025 sur citrix dans le répertoire dev_2025 régularisation créer le projet simvastatine_maphar_2025 sur citrix dans le répertoire dev_2025 diagnostic nom de l'application matériels téléphone site mail
7 664,demande de configuration ad,demande de configuration ad,Compte AD,Basse,5.825,Demande,4,demande de configuration ad demande de configuration ad
7 480_dup_27,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 162_dup_6,affectation d'une ligne téléphonique pour haitam kerbane,affectation d'une ligne téléphonique pour haitam kerbane,Utilitaires/Request,Moyenne,66.68,Demande,7,affectation d'une ligne téléphonique pour haitam kerbane affectation d'une ligne téléphonique pour haitam kerbane
7 605,demande de donner l'accès avec lecture et modification comos_pub,demande de donner l'accès avec lecture et modification comos_pub,Accès au partage,Basse,4.75,Demande,9,demande de donner l'accès avec lecture et modification comos_pub demande de donner l'accès avec lecture et modification comos_pub
7 367,demande de création compte téléphonique,demande de création compte téléphonique,Utilitaires/Request,Basse,5.17,Demande,5,demande de création compte téléphonique demande de création compte téléphonique
7 159_dup_23,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 348,demande d'accès au partage cazsfsp01 gestion_magasin_pdr,demande d'accès au partage cazsfsp01 gestion_magasin_pdr,Accès au partage,Basse,10.0,Demande,6,demande d'accès au partage cazsfsp01 gestion_magasin_pdr demande d'accès au partage cazsfsp01 gestion_magasin_pdr
7 209,régularisation demande de créer tanakan 40mg cpr sur citrix 2025,régularisation demande de créer tanakan 40mg cpr sur citrix 2025,Création de projet,Basse,5.825,Demande,10,régularisation demande de créer tanakan 40mg cpr sur citrix 2025 régularisation demande de créer tanakan 40mg cpr sur citrix 2025
7 625_dup_2,problèmes techniques sur mon pc ayoub sadkou,problèmes techniques sur mon pc ayoub sadkou,Autre,Moyenne,27.3,Incident,7,problèmes techniques sur mon pc ayoub sadkou problèmes techniques sur mon pc ayoub sadkou
7 349,accès au partage cadres_ qualité fiche de fonction controle qualite urgent svp,accès au partage cadres_ qualité fiche de fonction controle qualite urgent svp,Accès au partage,Basse,9.7,Demande,12,accès au partage cadres_ qualité fiche de fonction controle qualite urgent svp accès au partage cadres_ qualité fiche de fonction controle qualite urgent svp
7 675_dup_1,compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi,compte windows est verrouillé pour amal lamsoundi,Autre,Moyenne,5.825,Incident,14,compte windows est verrouillé pour amal lamsoundi compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi
7 658_dup_2,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim,installation windows 11 installation office 365 pour omaima najim,MAJ system,Moyenne,9.83,Demande,18,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim
7 159_dup_12,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 159_dup_25,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 312_dup_40,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
6 925,demande accès au projet levocetirizine dihydrochloride 2013 sur elite 3 lcq,demande accès au projet levocetirizine dihydrochloride 2013 sur elite 3 lcq,Création de projet,Basse,5.825,Demande,11,demande accès au projet levocetirizine dihydrochloride 2013 sur elite 3 lcq demande accès au projet levocetirizine dihydrochloride 2013 sur elite 3 lcq
7 447,lenteur reseau ã zenata,lenteur reseau ã zenata,Bureautique/Incident,Basse,73.37,Incident,4,lenteur reseau ã zenata lenteur reseau ã zenata
7 477,demande de prolonger la date d'expiration du compte ad de mafhoum hiba,demande de prolonger la date d'expiration du compte ad de mafhoum hiba,Compte AD,Basse,13.47,Demande,12,demande de prolonger la date d'expiration du compte ad de mafhoum hiba demande de prolonger la date d'expiration du compte ad de mafhoum hiba
7 159_dup_38,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
6 937,problème connexion en citrix,problème connexion en citrix,Applications,Basse,5.825,Incident,4,problème connexion en citrix problème connexion en citrix
7 352,maphar synchronisation de truscan rm demande monitoring,maphar synchronisation de truscan rm demande monitoring,Accessoires/Request,Basse,19.0,Demande,7,maphar synchronisation de truscan rm demande monitoring maphar synchronisation de truscan rm demande monitoring
7 665_dup_7,problème d'accès aux partages mentionnés,problème d'accès aux partages mentionnés,Autre,Moyenne,5.825,Incident,5,problème d'accès aux partages mentionnés problème d'accès aux partages mentionnés
7 160,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa,demande de changement de bande,Changement de bande,Basse,15.85,Demande,31,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa
7 427,création compte ad helfetouaky hajar,création compte ad helfetouaky hajar,Création compte AD,Basse,2.3,Demande,5,création compte ad helfetouaky hajar création compte ad helfetouaky hajar
7 226,demande d'accès fichier de partage ao,demande d'accès fichier de partage ao,Accès au partage,Basse,1.77,Demande,6,demande d'accès fichier de partage ao demande d'accès fichier de partage ao
7 480_dup_4,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 615,création comptead,création comptead,CrÃ©ation compte AD,Basse,6.35,Demande,2,création comptead création comptead
7 333_dup_10,problème de téléphonie-coupures réseau,problème de téléphonie-coupures réseau,Applications,Moyenne,23.35,Incident,4,problème de téléphonie-coupures réseau problème de téléphonie-coupures réseau
6 973_dup_52,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 684,demande de création compte ad azza mouad demande demande de création compte ad azza mouad nom de l'application materiel inf supp détaillé téléphone emplacement et numéro de bureau site zenata ou ain sebaa email,demande de création compte ad azza mouad,Compte AD,Basse,5.825,Demande,34,demande de création compte ad azza mouad demande de création compte ad azza mouad demande demande de création compte ad azza mouad nom de l'application materiel inf supp détaillé téléphone emplacement et numéro de bureau site zenata ou ain sebaa email
7 467_dup_4,pb bornes zenata pour mme asmae chadli,pb bornes zenata pour mme asmae chadli,Autre,Moyenne,23.07,Incident,7,pb bornes zenata pour mme asmae chadli pb bornes zenata pour mme asmae chadli
7 516,problème d'accès internet pour m elmehdi satkane,problème d'accès internet pour m elmehdi satkane,Connexion internet,Basse,14.18,Incident,7,problème d'accès internet pour m elmehdi satkane problème d'accès internet pour m elmehdi satkane
7 312_dup_52,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 476,demande d'acces partage compte windows assistance,demande d'acces partage compte windows assistance,Autre,Basse,5.45,Demande,6,demande d'acces partage compte windows assistance demande d'acces partage compte windows assistance
6 973_dup_7,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 256_dup_4,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 647_dup_4,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,Autre,Moyenne,0.58,Incident,12,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad
7 339,demande de modification d'un compte active directory pour baati zineb,demande de modification d'un compte active directory pour baati zineb,Création compte AD,Basse,9.57,Demande,10,demande de modification d'un compte active directory pour baati zineb demande de modification d'un compte active directory pour baati zineb
7 108,demande d'autoriser l'accès de hajar aux fichiers de partage ci-dessous en lecture et écriture,demande d'autoriser l'accès de hajar aux fichiers de partage ci-dessous en lecture et écriture,Accès au partage,Basse,4.38,Demande,14,demande d'autoriser l'accès de hajar aux fichiers de partage ci-dessous en lecture et écriture demande d'autoriser l'accès de hajar aux fichiers de partage ci-dessous en lecture et écriture
7 673_dup_12,peut pas accéder ã la boite mail pour salma haidan peut pas accéder ã la boite mail pour salma haidan,peut pas accéder ã la boite mail pour salma haidan,Bureautique/Incident,Moyenne,5.825,Incident,20,peut pas accéder ã la boite mail pour salma haidan peut pas accéder ã la boite mail pour salma haidan peut pas accéder ã la boite mail pour salma haidan
7 003,demande d' accès partage - fichier aed,demande d' accès partage - fichier aed,Autre,Basse,0.98,Demande,7,demande d' accès partage - fichier aed demande d' accès partage - fichier aed
7 256_dup_54,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 343,problème d'accès partage qualite pub,problème d'accès partage qualite pub,Accès au partage,Basse,47.78,Incident,5,problème d'accès partage qualite pub problème d'accès partage qualite pub
7 251,demande d'accès au partage ci-dessous ã mouakkid oussama et elghali basma en modif cazsfsp02 stagiaire_lcq,demande d'accès au partage ci-dessous ã mouakkid oussama et elghali basma en modif cazsfsp02 stagiaire_lcq,Accès au partage,Basse,1.87,Demande,15,demande d'accès au partage ci-dessous ã mouakkid oussama et elghali basma en modif cazsfsp02 stagiaire_lcq demande d'accès au partage ci-dessous ã mouakkid oussama et elghali basma en modif cazsfsp02 stagiaire_lcq
7 657,installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop,installation souris sans fil ã sanaa bakkaddour,Accessoires/Request,Moyenne,5.825,Demande,16,installation souris sans fil ã sanaa bakkaddour installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop
7 587_dup_4,demande d'activation compte windows ayoub sadkou,demande d'activation compte windows ayoub sadkou,Autre,Moyenne,3.45,Demande,6,demande d'activation compte windows ayoub sadkou demande d'activation compte windows ayoub sadkou
7 312_dup_39,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 236,accès au partage qualité pub cazsfsp01 instruction_de_fabrication_t hamam,accès au partage qualité pub cazsfsp01 instruction_de_fabrication_t hamam,Accès au partage,Basse,2.05,Demande,8,accès au partage qualité pub cazsfsp01 instruction_de_fabrication_t hamam accès au partage qualité pub cazsfsp01 instruction_de_fabrication_t hamam
7 434,probleme d'accéder ã la plateforme ilaykom loubna idrissi,probleme d'accéder ã la plateforme ilaykom loubna idrissi,Applications,Basse,29.93,Incident,8,probleme d'accéder ã la plateforme ilaykom loubna idrissi probleme d'accéder ã la plateforme ilaykom loubna idrissi
7 256_dup_52,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 669_dup_4,résolution de l'imprimante zebra résolution de l'imprimante zebra,résolution de l'imprimante zebra,Utilitaires/Incident,Moyenne,5.825,Incident,8,résolution de l'imprimante zebra résolution de l'imprimante zebra résolution de l'imprimante zebra
7 644,probléme accés a la platform ilaykom,probléme accés a la platform ilaykom,Applications,Basse,35.98,Incident,6,probléme accés a la platform ilaykom probléme accés a la platform ilaykom
6 973_dup_59,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 159_dup_14,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 473_dup_13,demande accès réseau de partage pv sara tebaa,demande accès réseau de partage pv sara tebaa,Autre,Moyenne,9.2,Demande,8,demande accès réseau de partage pv sara tebaa demande accès réseau de partage pv sara tebaa
7 161,demande de créer le projet flagyl ovule sur citrix 2025,demande de créer le projet flagyl ovule sur citrix 2025,Création de projet,Basse,5.825,Demande,10,demande de créer le projet flagyl ovule sur citrix 2025 demande de créer le projet flagyl ovule sur citrix 2025
7 312_dup_61,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 437,failed caz_spectro_prd_std_bkp 1 machines 1 failed,failed caz_spectro_prd_std_bkp 1 machines 1 failed,Bureautique,Basse,60.07,Incident,6,failed caz_spectro_prd_std_bkp 1 machines 1 failed failed caz_spectro_prd_std_bkp 1 machines 1 failed
7 392_dup_17,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 002,regule créer projet tanakan goutte sur citrix 2025,regule créer projet tanakan goutte sur citrix 2025,Utilitaires/Request,Basse,2.97,Demande,8,regule créer projet tanakan goutte sur citrix 2025 regule créer projet tanakan goutte sur citrix 2025
7 303,pb connexion imprimante,pb connexion imprimante,Impressions & Scanner/Incident,Basse,0.88,Incident,3,pb connexion imprimante pb connexion imprimante
7 320,demande de création d'un compte active directory pour id-malk rehab,demande de création d'un compte active directory pour id-malk rehab,Applications,Basse,8.97,Demande,10,demande de création d'un compte active directory pour id-malk rehab demande de création d'un compte active directory pour id-malk rehab
7 256_dup_12,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 657_dup_9,installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop,installation souris sans fil ã sanaa bakkaddour,Accessoires/Request,Moyenne,5.825,Demande,16,installation souris sans fil ã sanaa bakkaddour installation souris sans fil ã sanaa bakkaddour installation de la souris sans fil via le laptop
7 392_dup_31,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
6 973_dup_32,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 054,problème d'accès au messagerie et au partage validation_analytique cazsfsp02,problème d'accès au messagerie et au partage validation_analytique cazsfsp02,Applications,Basse,12.85,Incident,9,problème d'accès au messagerie et au partage validation_analytique cazsfsp02 problème d'accès au messagerie et au partage validation_analytique cazsfsp02
7 575,nouvel accès fichier de partage,nouvel accès fichier de partage,Accès au partage,Basse,16.2,Demande,5,nouvel accès fichier de partage nouvel accès fichier de partage
6 924,demande de réinitialiser le mot de passe sap de othmane lhdouri,demande de réinitialiser le mot de passe sap de othmane lhdouri,MDP SAP,Basse,5.825,Demande,11,demande de réinitialiser le mot de passe sap de othmane lhdouri demande de réinitialiser le mot de passe sap de othmane lhdouri
6 997,perte des données et fichiers,perte des données et fichiers,Autre,Basse,16.0,Demande,5,perte des données et fichiers perte des données et fichiers
7 482,demande d'accès au comité de performance,demande d'accès au comité de performance,Autre,Basse,2.87,Demande,6,demande d'accès au comité de performance demande d'accès au comité de performance
7 162_dup_10,affectation d'une ligne téléphonique pour haitam kerbane,affectation d'une ligne téléphonique pour haitam kerbane,Utilitaires/Request,Moyenne,66.68,Demande,7,affectation d'une ligne téléphonique pour haitam kerbane affectation d'une ligne téléphonique pour haitam kerbane
6 929,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa,demande de changement de bande,Changement de bande,Basse,6.7,Demande,31,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa
7 665_dup_4,problème d'accès aux partages mentionnés,problème d'accès aux partages mentionnés,Autre,Moyenne,5.825,Incident,5,problème d'accès aux partages mentionnés problème d'accès aux partages mentionnés
6 973_dup_25,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 312_dup_29,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 625_dup_5,problèmes techniques sur mon pc ayoub sadkou,problèmes techniques sur mon pc ayoub sadkou,Autre,Moyenne,27.3,Incident,7,problèmes techniques sur mon pc ayoub sadkou problèmes techniques sur mon pc ayoub sadkou
7 637,njoku guy shared the folder ''2 config and build'' with you déscription njoku guy shared the folder ''2 config and build'' with you nom de l'application materiel inf supp détaillé téléphone emplacement et numéro de bureau site zenata ou ain sebaa email,njoku guy shared the folder ''2 config and build'' with you,Sécurité/Sophos,Basse,5.825,Incident,42,njoku guy shared the folder ''2 config and build'' with you njoku guy shared the folder ''2 config and build'' with you déscription njoku guy shared the folder ''2 config and build'' with you nom de l'application materiel inf supp détaillé téléphone emplacement et numéro de bureau site zenata ou ain sebaa email
